project_code,sheet,DB,projectid,key_occurrence,column,original_value,reconstructed_value,normalized_original,normalized_reconstructed,siteid,treatmentid,tsr,trt_tsr,treatment_category,treatment_type,papernumber
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,330,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,331,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,332,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,333,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,334,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,335,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,336,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,337,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,338,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,339,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,340,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,341,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,342,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,343,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,344,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,345,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,346,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,347,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,348,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,349,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,350,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,351,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,352,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,353,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,354,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,355,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,356,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,357,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,358,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,359,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,360,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,361,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,362,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,363,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,364,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,365,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,366,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,367,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,368,,,,,,
GAZP5,site,gazp,5,1,USDA.subclass,3b_cool semidesert scrub and grassland ,,3b_cool semidesert scrub and grassland,,369,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,177,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,178,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,179,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,180,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,181,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,182,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,183,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,184,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,185,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,186,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,187,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,188,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,189,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,190,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,191,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,192,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,193,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,194,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,195,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,196,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,197,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,198,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,199,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,200,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,201,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,202,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,203,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,204,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,205,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,206,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,207,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,208,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,209,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,210,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,211,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,212,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,213,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,214,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,215,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,216,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,217,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,218,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,219,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,220,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,221,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,222,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,223,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,224,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,225,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,226,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,227,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,228,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,229,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,230,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,231,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,232,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,233,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,234,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,235,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,236,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,237,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,238,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,239,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,240,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,241,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,242,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,243,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,244,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,245,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,246,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,247,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,248,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,249,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,250,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,251,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,252,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,253,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,254,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,255,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,256,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,257,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,258,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,259,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,260,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,261,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,262,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,263,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,264,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,265,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,266,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,267,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,268,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,269,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,270,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,271,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,272,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,273,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,274,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,275,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,276,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,277,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,278,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,279,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,280,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,281,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,282,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,283,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,284,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,285,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,286,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,287,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,288,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,289,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,290,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,291,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,292,,,,,,
GAZP5,site,gazp,5,1,USDA.subsubclass,3b1_cool semidesert scrub and grassland,,3b1_cool semidesert scrub and grassland,,293,,,,,,
